"Gene Symbol"	"Gene Name"
"DYNC1I2"	"**Dynein, cytoplasmic 1, intermediate chain 2"
	
"LRRC44"	"Leucine rich repeat containing 44"
"PTBP2"	"Polypyrimidine tract binding protein 2"
	"Transcribed locus, weakly similar to NP_001072329.1 growth factor, beta-induced, 68kDa [Xenopus tropicalis]"
	"CDNA FLJ35481 fis, clone SMINT2008042"
	"Transcribed locus"
	
	
"DIO2"	"Deiodinase, iodothyronine, type II"
"NDEL1"	"NudE nuclear distribution gene E homolog (A. nidulans)-like 1"
"SH3BGR"	"SH3 domain binding glutamic acid-rich protein"
	
	"Transcribed locus"
"ZFHX4"	"Zinc finger homeodomain 4"
	
"POLR2J"	"Polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa"
"ARMC8"	"Armadillo repeat containing 8"
"KIAA1155"	"KIAA1155 protein"
	
"C10orf10"	"Chromosome 10 open reading frame 10"
"LHFP"	"Lipoma HMGIC fusion partner"
"ASCL1"	"Achaete-scute complex homolog 1 (Drosophila)"
"PRKCE"	"Protein kinase C, epsilon"
"NUDT21"	"**Nudix (nucleoside diphosphate linked moiety X)-type motif 21"
"EBF3"	"Early B-cell factor 3"
"LOC442156"	"Similar to Pyruvate kinase isozymes M1/M2 (Pyruvate kinase muscle isozyme) (Cytosolic thyroid hormone-binding protein) (CTHBP) (THBP1)"
"HDAC7A"	"Histone deacetylase 7A"
"DYNC1H1"	"Dynein, cytoplasmic 1, heavy chain 1"
	
"CYP4F12"	"Cytochrome P450, family 4, subfamily F, polypeptide 12"
"CKS2"	"CDC28 protein kinase regulatory subunit 2"
"C1QC"	"Complement component 1, q subcomponent, C chain"
"CS"	"Citrate synthase"
"FBXO3"	"F-box protein 3"
"IKBKAP"	"Inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein"
"PPP2R1B"	"Protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform"
"CCDC86"	"Coiled-coil domain containing 86"
"GORASP1"	"Golgi reassembly stacking protein 1, 65kDa"
"GPAA1"	"Glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)"
"CROT"	"Carnitine O-octanoyltransferase"
	"Transcribed locus"
"HSMPP8"	"M-phase phosphoprotein, mpp8"
"CLDN18"	"Claudin 18"
	"Transcribed locus"
"FOXO1A"	"Forkhead box O1A (rhabdomyosarcoma)"
"C8orf13"	"Chromosome 8 open reading frame 13"
"KIAA0492"	"KIAA0492 protein"
"TBC1D5"	"TBC1 domain family, member 5"
"STC1"	"**Stanniocalcin 1"
	
"MYCT1"	"Myc target 1"
	"Full length insert cDNA YI27F12"
	"Full-length cDNA clone CS0DB005YN14 of Neuroblastoma Cot 10-normalized of Homo sapiens (human)"
"ROBO2"	"**Roundabout, axon guidance receptor, homolog 2 (Drosophila)"
"C10orf46"	"Chromosome 10 open reading frame 46"
"ZNF507"	"Zinc finger protein 507"
"PPP4R1"	"Protein phosphatase 4, regulatory subunit 1"
"MFAP3L"	"Microfibrillar-associated protein 3-like"
"CLN5"	"Ceroid-lipofuscinosis, neuronal 5"
"CCDC68"	"Coiled-coil domain containing 68"
	"MRNA; cDNA DKFZp434O1311 (from clone DKFZp434O1311)"
"NRK"	"Nik related kinase"
"ZCCHC6"	"Zinc finger, CCHC domain containing 6"
"SUB1"	"SUB1 homolog (S. cerevisiae)"
"RPAIN"	"RPA interacting protein"
"SEC23IP"	"SEC23 interacting protein"
	
	"CDNA FLJ14188 fis, clone NT2RP2005980"
"C12orf23"	"Chromosome 12 open reading frame 23"
"PHF20L1"	"PHD finger protein 20-like 1"
"NUCB2"	"Nucleobindin 2"
"CRLF3"	"**Cytokine receptor-like factor 3"
"HPSE"	"Heparanase"
"TREM2"	"Triggering receptor expressed on myeloid cells 2"
"C5orf24"	"Chromosome 5 open reading frame 24"
	"Transcribed locus"
"RBM26"	"RNA binding motif protein 26"
	"CDNA clone IMAGE:4814828"
"SPATA6"	"Spermatogenesis associated 6"
"PURG"	"Purine-rich element binding protein G"
"C17orf48"	"Chromosome 17 open reading frame 48"
	"Transcribed locus"
"CSPP1"	"Centrosome and spindle pole associated protein 1"
"DSCAM"	"Down syndrome cell adhesion molecule"
	"Transcribed locus"
	
"HCN1"	"Hyperpolarization activated cyclic nucleotide-gated potassium channel 1"
"ZNF800"	"Zinc finger protein 800"
"UGP2"	"UDP-glucose pyrophosphorylase 2"
"ZNF720"	"Zinc finger protein 720"
"AVEN"	"Apoptosis, caspase activation inhibitor"
"C2orf43"	"Chromosome 2 open reading frame 43"
"TRIM45"	"Tripartite motif-containing 45"
"C9orf78"	"Chromosome 9 open reading frame 78"
"C6orf162"	"Chromosome 6 open reading frame 162"
"LOC441108"	"Hypothetical gene supported by AK128882"
	"Transcribed locus"
	"*mitoch. cont. ESTs"
"TRIM69"	"Tripartite motif-containing 69"
"ROCK2"	"Rho-associated, coiled-coil containing protein kinase 2"
	
"ZMYM4"	"Zinc finger, MYM-type 4"
"DAZAP2"	"**DAZ associated protein 2"
"MPP7"	"Membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"
	
"PHF8"	"PHD finger protein 8"
"ELMO3"	"Engulfment and cell motility 3"
"RAB6A"	"RAB6A, member RAS oncogene family"
"MEG3"	"Maternally expressed 3"
"NR2C2"	"**Nuclear receptor subfamily 2, group C, member 2"
"MRPL1"	"Mitochondrial ribosomal protein L1"
"TIMP3"	"TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)"
"TYMS"	"Thymidylate synthetase"
"CLEC3B"	"C-type lectin domain family 3, member B"
"TEGT"	"Testis enhanced gene transcript (BAX inhibitor 1)"
"TEK"	"TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)"
"TAF1"	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"
"S100A8"	"S100 calcium binding protein A8"
"S100A10"	"S100 calcium binding protein A10"
"RPS16"	"Ribosomal protein S16"
"RPL36AL"	"Ribosomal protein L36a-like"
"RPN1"	"Ribophorin I"
"RND3"	"Rho family GTPase 3"
"ZNF33A"	"Zinc finger protein 33A"
"BRD3"	"Bromodomain containing 3"
"LARS2"	"Leucyl-tRNA synthetase 2, mitochondrial"
	"Transcribed locus, moderately similar to XP_578267.2 similar to translocase of outer mitochondrial membrane 20 homolog [Rattus norvegicus]"
"WDR43"	"WD repeat domain 43"
"P2RY14"	"Purinergic receptor P2Y, G-protein coupled, 14"
"EIF3S9"	"Eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa"
"SULT1A4"	"Sulfotransferase family, cytosolic, 1A, phenol-preferring, member 4"
"FUS"	"**Fusion (involved in t(12;16) in malignant liposarcoma)"
	
"DCTN2"	"Dynactin 2 (p50)"
"PTPRJ"	"Protein tyrosine phosphatase, receptor type, J"
"STK39"	"Serine threonine kinase 39 (STE20/SPS1 homolog, yeast)"
"COX17"	"COX17 cytochrome c oxidase assembly homolog (S. cerevisiae)"
"TNRC4"	"Trinucleotide repeat containing 4"
"ZNF384"	"Zinc finger protein 384"
"NCOA3"	"**Nuclear receptor coactivator 3"
"YLPM1"	"YLP motif containing 1"
"IFRD1"	"Interferon-related developmental regulator 1"
"MYO1C"	"Myosin IC"
"MMP14"	"Matrix metallopeptidase 14 (membrane-inserted)"
"FBXO46"	"F-box protein 46"
"SLC13A3"	"Solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3"
"FGL2"	"Fibrinogen-like 2"
"PTTG1"	"Pituitary tumor-transforming 1"
"USP50"	"**Ubiquitin specific peptidase 50"
"MGC2752"	"Hypothetical protein MGC2752"
"SYF2"	"SYF2 homolog, RNA splicing factor (S. cerevisiae)"
"PRNPIP"	"Prion protein interacting protein"
	
"TMEM34"	"Transmembrane protein 34"
	
"FCGRT"	"Fc fragment of IgG, receptor, transporter, alpha"
	
"MAFG"	"**V-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)"
"RB1CC1"	"RB1-inducible coiled-coil 1"
"MRPL30"	"Mitochondrial ribosomal protein L30"
"AGXT2"	"Alanine-glyoxylate aminotransferase 2"
	"Transcribed locus"
"TNS3"	"Tensin 3"
"C5orf3"	"Chromosome 5 open reading frame 3"
	"Transcribed locus"
"ARHGAP26"	"Rho GTPase activating protein 26"
"CNIH3"	"Cornichon homolog 3 (Drosophila)"
"PPP1R14C"	"Protein phosphatase 1, regulatory (inhibitor) subunit 14C"
	"CDNA FLJ32568 fis, clone SPLEN2000098"
	"Clone 25153 mRNA sequence"
	"CDNA FLJ41862 fis, clone OCBBF1000254"
	"Transcribed locus"
"NTRK2"	"Neurotrophic tyrosine kinase, receptor, type 2"
	"CDNA FLJ23679 fis, clone HEP09084"
"hCG_1795283"	"HCG1818123"
	"Transcribed locus, strongly similar to XP_530643.1 hypothetical protein XP_530643 [Pan troglodytes]"
	"Full length insert cDNA clone ZD53C10"
"OTUB2"	"OTU domain, ubiquitin aldehyde binding 2"
"DOCK7"	"Dedicator of cytokinesis 7"
	
"C20orf103"	"Chromosome 20 open reading frame 103"
	"CDNA clone IMAGE:3827723"
"FLJ11506"	"Hypothetical protein FLJ11506"
	"Transcribed locus"
"ENSA"	"Endosulfine alpha"
"AHDC1"	"AT hook, DNA binding motif, containing 1"
"KLB"	"Klotho beta"
"KNDC1"	"Kinase non-catalytic C-lobe domain (KIND) containing 1"
	
"VEZF1"	"Vascular endothelial zinc finger 1"
	"Transcribed locus"
"TDRD7"	"Tudor domain containing 7"
	"Transcribed locus"
"LOC349114"	"Hypothetical protein LOC349114"
"CASKIN2"	"CASK interacting protein 2"
"MYST2"	"MYST histone acetyltransferase 2"
"IMMP1L"	"**IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)"
"CIZ1"	"CDKN1A interacting zinc finger protein 1"
"TMLHE"	"Trimethyllysine hydroxylase, epsilon"
"POMGNT1"	"Protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase"
"C8orf31"	"Chromosome 8 open reading frame 31"
"C1QDC1"	"C1q domain containing 1"
"XAGE3"	"X antigen family, member 3"
"APBB3"	"Amyloid beta (A4) precursor protein-binding, family B, member 3"
"UNC84A"	"Unc-84 homolog A (C. elegans)"
"TRMT12"	"TRNA methyltransferase 12 homolog (S. cerevisiae)"
"LSM3"	"LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"POLDIP2"	"Polymerase (DNA-directed), delta interacting protein 2"
"TOMM7"	"Translocase of outer mitochondrial membrane 7 homolog (yeast)"
"GTPBP9"	"GTP-binding protein 9 (putative)"
"RP11-217H1.1"	"**Implantation-associated protein"
"ING4"	"Inhibitor of growth family, member 4"
"TINP1"	"TGF beta-inducible nuclear protein 1"
"AP1S1"	"Adaptor-related protein complex 1, sigma 1 subunit"
"CLIC3"	"Chloride intracellular channel 3"
"CEACAM7"	"Carcinoembryonic antigen-related cell adhesion molecule 7"
"XPO7"	"**Exportin 7"
"ARNT"	"Aryl hydrocarbon receptor nuclear translocator"
"CTNNAL1"	"Catenin (cadherin-associated protein), alpha-like 1"
"C3orf10"	"Chromosome 3 open reading frame 10"
	
"AIFM2"	"**Apoptosis-inducing factor, mitochondrion-associated, 2"
"TBX3"	"T-box 3 (ulnar mammary syndrome)"
"SLBP"	"**Stem-loop (histone) binding protein"
	
"WDR33"	"WD repeat domain 33"
	"Transcribed locus"
"COG3"	"**Component of oligomeric golgi complex 3"
	"ARTC1 mRNA, complete sequence"
"THYN1"	"Thymocyte nuclear protein 1"
	"Transcribed locus, weakly similar to XP_517655.1 similar to KIAA0825 protein [Pan troglodytes]"
	"CDNA clone IMAGE:5301514"
"SLC12A8"	"Solute carrier family 12 (potassium/chloride transporters), member 8"
"MTUS1"	"Mitochondrial tumor suppressor 1"
	"Transcribed locus"
	
	"Transcribed locus"
"C6orf107"	"Chromosome 6 open reading frame 107"
	"Transcribed locus"
"LOC644538"	"Hypothetical protein LOC644538"
"UBLCP1"	"Ubiquitin-like domain containing CTD phosphatase 1"
"BRWD1"	"Bromodomain and WD repeat domain containing 1"
"CEP70"	"Centrosomal protein 70kDa"
	"Transcribed locus"
	"Transcribed locus"
"TMLHE"	"**Trimethyllysine hydroxylase, epsilon"
"C14orf169"	"Chromosome 14 open reading frame 169"
	"Transcribed locus"
"DACT1"	"Dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)"
"C11orf57"	"Chromosome 11 open reading frame 57"
"KIAA0746"	"KIAA0746 protein"
"IWS1"	"**IWS1 homolog (S. cerevisiae)"
	"Transcribed locus"
"LOC283904"	"Hypothetical protein LOC283904"
"PPAP2B"	"Phosphatidic acid phosphatase type 2B"
	
	"Transcribed locus"
	"Transcribed locus"
	"**Transcribed locus, strongly similar to XP_518327.1 similar to tripartite motif-containing 39 isoform 2; ring finger protein 23; testis-abundant finger protein; TRIM39 protein [Pan troglodytes]"
"DCDC5"	"Doublecortin domain containing 5"
	"CDNA FLJ13595 fis, clone PLACE1009595"
"RHBDD1"	"Rhomboid domain containing 1"
"C6orf52"	"Chromosome 6 open reading frame 52"
"LOC400657"	"Hypothetical gene supported by BC036588"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"FLJ12993"	"Hypothetical LOC441027"
"SAS10"	"Disrupter of silencing 10"
"C1orf86"	"Chromosome 1 open reading frame 86"
"SUSD3"	"Sushi domain containing 3"
"RAPH1"	"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1"
"BAI3"	"**Brain-specific angiogenesis inhibitor 3"
	"Transcribed locus"
"SPRED1"	"Sprouty-related, EVH1 domain containing 1"
"VTI1A"	"Vesicle transport through interaction with t-SNAREs homolog 1A (yeast)"
	"Transcribed locus"
	"Full length insert cDNA clone ZA88B06"
"TTTY7"	"Testis-specific transcript, Y-linked 7"
"AHI1"	"Abelson helper integration site 1"
	"Transcribed locus, strongly similar to XP_523598.1 similar to tousled-like kinase 2; serine/threonine kinase; tousled-like kinase [Pan troglodytes]"
	"Transcribed locus"
	
	"Transcribed locus"
	"Transcribed locus"
	"CDNA FLJ31919 fis, clone NT2RP7004964"
"psiTPTE22"	"TPTE pseudogene"
"DIXDC1"	"DIX domain containing 1"
"COL11A1"	"Collagen, type XI, alpha 1"
	"Full-length cDNA clone CS0DI025YO10 of Placenta Cot 25-normalized of Homo sapiens (human)"
"C11orf57"	"Chromosome 11 open reading frame 57"
	
"CDC42SE1"	"CDC42 small effector 1"
"MAST4"	"Microtubule associated serine/threonine kinase family member 4"
"THAP3"	"THAP domain containing, apoptosis associated protein 3"
"WAC"	"WW domain containing adaptor with coiled-coil"
"MFN1"	"Mitofusin 1"
"RFC3"	"Replication factor C (activator 1) 3, 38kDa"
"ROBO4"	"Roundabout homolog 4, magic roundabout (Drosophila)"
"ENSA"	"Endosulfine alpha"
	
"FAM36A"	"Family with sequence similarity 36, member A"
"FGD4"	"FYVE, RhoGEF and PH domain containing 4"
"ASCIZ"	"ATM/ATR-Substrate Chk2-Interacting Zn2+-finger protein"
"NEDD4L"	"Neural precursor cell expressed, developmentally down-regulated 4-like"
	
	
"KIF5A"	"Kinesin family member 5A"
	"Transcribed locus, strongly similar to XP_375698.3 SH2 domain containing 5 [Homo sapiens]"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"FLJ12993"	"Hypothetical LOC441027"
"C10orf82"	"Chromosome 10 open reading frame 82"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"CHD1"	"Chromodomain helicase DNA binding protein 1"
"PPP1R12B"	"Protein phosphatase 1, regulatory (inhibitor) subunit 12B"
	
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"ERBB2IP"	"**Erbb2 interacting protein"
"EPB41L5"	"Erythrocyte membrane protein band 4.1 like 5"
	
"PEX6"	"Peroxisomal biogenesis factor 6"
"PRKCZ"	"Protein kinase C, zeta"
"FOXJ3"	"Forkhead box J3"
"PFKFB2"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
"CD44"	"CD44 molecule (Indian blood group)"
"KRT6A"	"**Keratin 6A"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
	
	"Transcribed locus"
"RNF175"	"Ring finger protein 175"
"JAM2"	"Junctional adhesion molecule 2"
"H2AFJ"	"**H2A histone family, member J"
"SLC7A2"	"Solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
"ARL8B"	"ADP-ribosylation factor-like 8B"
"METTL7A"	"**Methyltransferase like 7A"
"PUS1"	"Pseudouridylate synthase 1"
"PHKG1"	"Phosphorylase kinase, gamma 1 (muscle)"
"EDG3"	"Endothelial differentiation, sphingolipid G-protein-coupled receptor, 3"
"ZNF710"	"Zinc finger protein 710"
"LTBP3"	"Latent transforming growth factor beta binding protein 3"
"MTMR2"	"Myotubularin related protein 2"
"ZC3H6"	"**Zinc finger CCCH-type containing 6"
	"**Transcribed locus, strongly similar to XP_001164821.1 similar to putative protein product of Nbla03831 isoform 1 [Pan troglodytes]"
"FLJ32810"	"Hypothetical protein FLJ32810"
	"MRNA; cDNA DKFZp762E1314 (from clone DKFZp762E1314)"
"SNCAIP"	"Synuclein, alpha interacting protein (synphilin)"
"SNORA28"	"Small nucleolar RNA, H/ACA box 28"
"NLGN4X"	"Neuroligin 4, X-linked"
"BRWD1"	"**Bromodomain and WD repeat domain containing 1"
"USP25"	"Ubiquitin specific peptidase 25"
"SOX6"	"**SRY (sex determining region Y)-box 6"
"APPL1"	"Adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1"
"COBLL1"	"COBL-like 1"
"PAPD5"	"PAP associated domain containing 5"
	
"FLJ40142"	"FLJ40142 protein"
"LOC92196"	"Death-associated protein-like 1"
"TSPAN18"	"Tetraspanin 18"
"CCDC117"	"Coiled-coil domain containing 117"
	"Transcribed locus"
"PCF11"	"PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)"
	
	"Transcribed locus"
"TNFRSF21"	"Tumor necrosis factor receptor superfamily, member 21"
"UBL3"	"Ubiquitin-like 3"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"CACNA1E"	"Calcium channel, voltage-dependent, R type, alpha 1E subunit"
	
"MGC24039"	"Hypothetical protein MGC24039"
	"Transcribed locus"
"OTOF"	"Otoferlin"
"CSTF2T"	"Cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant"
"CA8"	"Carbonic anhydrase VIII"
"PLCXD1"	"Phosphatidylinositol-specific phospholipase C, X domain containing 1"
"CA6"	"Carbonic anhydrase VI"
"COL5A2"	"Collagen, type V, alpha 2"
"FGA"	"Fibrinogen alpha chain"
"COX8A"	"Cytochrome c oxidase subunit 8A (ubiquitous)"
"GPR143"	"G protein-coupled receptor 143"
"LHFPL2"	"Lipoma HMGIC fusion partner-like 2"
"CYCS"	"Cytochrome c, somatic"
"CYP3A5"	"Cytochrome P450, family 3, subfamily A, polypeptide 5"
	
"PSMA7"	"Proteasome (prosome, macropain) subunit, alpha type, 7"
"RPL35A"	"Ribosomal protein L35a"
"APOC1"	"Apolipoprotein C-I"
"TK1"	"Thymidine kinase 1, soluble"
	"CDNA FLJ25106 fis, clone CBR01467"
"CSNK2B"	"Casein kinase 2, beta polypeptide"
"POLR1C"	"Polymerase (RNA) I polypeptide C, 30kDa"
"KIAA0562"	"KIAA0562"
"PHLPP"	"PH domain and leucine rich repeat protein phosphatase"
"FXYD2"	"FXYD domain containing ion transport regulator 2"
"CD5L"	"CD5 molecule-like"
"FBXL14"	"F-box and leucine-rich repeat protein 14"
"PLAGL2"	"Pleiomorphic adenoma gene-like 2"
"BANF1"	"Barrier to autointegration factor 1"
"LIG3"	"Ligase III, DNA, ATP-dependent"
"MYCBP2"	"MYC binding protein 2"
	
"ADHFE1"	"Alcohol dehydrogenase, iron containing, 1"
"CASC2"	"Cancer susceptibility candidate 2"
	
"CLEC1A"	"C-type lectin domain family 1, member A"
"MPEG1"	"Macrophage expressed gene 1"
	
"HIF3A"	"Hypoxia inducible factor 3, alpha subunit"
	"Transcribed locus"
	"CDNA FLJ13434 fis, clone PLACE1002578"
"UBE2F"	"Ubiquitin-conjugating enzyme E2F (putative)"
"SORBS2"	"Sorbin and SH3 domain containing 2"
"NOL9"	"Nucleolar protein 9"
"OPRS1"	"Opioid receptor, sigma 1"
"B3GNT3"	"**UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
"MUM1L1"	"Melanoma associated antigen (mutated) 1-like 1"
"XLKD1"	"Extracellular link domain containing 1"
"VPS33A"	"Vacuolar protein sorting 33 homolog A (S. cerevisiae)"
"EPS8L1"	"EPS8-like 1"
"CTAGE5"	"**CTAGE family, member 5"
"UBE1"	"**Ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)"
"USP42"	"Ubiquitin specific peptidase 42"
	"Transcribed locus"
	"Transcribed locus"
"MLH3"	"MutL homolog 3 (E. coli)"
"FLJ35348"	"FLJ35348"
"PCDHB5"	"Protocadherin beta 5"
	
"FLJ38482"	"Hypothetical protein FLJ38482"
"CADM1"	"Cell adhesion molecule 1"
	
	"Transcribed locus"
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	"Transcribed locus"
"FAU"	"Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30"
	
	
	
"DNAH5"	"Dynein, axonemal, heavy chain 5"
	"MRNA; cDNA DKFZp564G223 (from clone DKFZp564G223)"
	"Transcribed locus"
	
"SLC12A1"	"Solute carrier family 12 (sodium/potassium/chloride transporters), member 1"
"DHX15"	"**DEAH (Asp-Glu-Ala-His) box polypeptide 15"
"WNT11"	"Wingless-type MMTV integration site family, member 11"
"SLC17A3"	"Solute carrier family 17 (sodium phosphate), member 3"
"BBOX1"	"Butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1"
"SLC5A8"	"Solute carrier family 5 (iodide transporter), member 8"
	"Transcribed locus"
"FLJ38482"	"**Hypothetical protein FLJ38482"
	"Transcribed locus"
	"Transcribed locus"
	
	"Transcribed locus"
	
"RPS9"	"Ribosomal protein S9"
"ATRX"	"Alpha thalassemia/mental retardation syndrome X-linked (RAD54 homolog, S. cerevisiae)"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
"ASCL1"	"Achaete-scute complex homolog 1 (Drosophila)"
"DEFB1"	"Defensin, beta 1"
"ZC3H6"	"Zinc finger CCCH-type containing 6"
"PGPEP1"	"Pyroglutamyl-peptidase I"
"SLC28A1"	"Solute carrier family 28 (sodium-coupled nucleoside transporter), member 1"
	"CDNA FLJ40061 fis, clone TESOP2000083"
	"Transcribed locus"
"SLC22A12"	"Solute carrier family 22 (organic anion/cation transporter), member 12"
"CLN8"	"Ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"
"DAO"	"D-amino-acid oxidase"
	
	"Transcribed locus"
"EMX2OS"	"Empty spiracles homeobox 2 opposite strand"
	
"IPW"	"Imprinted in Prader-Willi syndrome"
	
	
	
	"**CDNA FLJ42069 fis, clone SYNOV2011233"
	
"NLF1"	"Nuclear localized factor 1"
"ASCL1"	"Achaete-scute complex homolog 1 (Drosophila)"
	"Transcribed locus"
	
	
	"CDNA clone IMAGE:4795773"
	"**CDNA FLJ12376 fis, clone MAMMA1002494"
	"Transcribed locus"
	"Transcribed locus"
	"Transcribed locus"
